"element","fixture","opponent_team","total_points","was_home","kickoff_time","team_h_score","team_a_score","round","modified","minutes","goals_scored","assists","clean_sheets","goals_conceded","own_goals","penalties_saved","penalties_missed","yellow_cards","red_cards","saves","bonus","bps","influence","creativity","threat","ict_index","clearances_blocks_interceptions","recoveries","tackles","defensive_contribution","starts","expected_goals","expected_assists","expected_goal_involvements","expected_goals_conceded","value","transfers_balance","selected","transfers_in","transfers_out","id","first_name","second_name","web_name","team","element_type","photo","team_name","short_team_name","strength","total_xg_conceded","opp_team_name","opp_short_team_name","opp_strength","team_strength","opp_team_strength","team_strength_att","opp_team_strength_att","team_strength_def","opp_team_strength_def","Position","Goals","Opp_Goals","name_club","full_name","cs_mean","recent_starts","points_mean","bps_mean","xg_mean","xa_mean","xgi_mean","xg_against","goals_mean","oppgoals_mean","threat_mean","creativity_mean","influence_mean","ict_mean","team_xg","team_xg_mean"
1,9,14,10,FALSE,"2025-08-17T15:30:00Z",0,1,1,FALSE,90,0,0,1,0,0,0,0,1,0,7,3,38,49.2,0,0,4.9,1,13,0,0,1,0,0,0,1.52,55,0,1531911,0,0,1,"David","Raya Martín","Raya",1,1,"154561.jpg","Arsenal","ARS",5,"1.52","Man Utd","MUN",3,1375,1135,1400,1100,1350,1170,"GK",1,0,"Raya (ARS)","David Raya Martín",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55,NA
1,11,11,6,TRUE,"2025-08-23T16:30:00Z",5,0,2,FALSE,90,0,0,1,0,0,0,0,0,0,1,0,28,13.4,0,0,1.3,0,3,0,0,1,0,0,0,0.17,55,218659,2284634,277339,58680,1,"David","Raya Martín","Raya",1,1,"154561.jpg","Arsenal","ARS",5,"0.17","Leeds","LEE",3,1300,1145,1340,1100,1260,1190,"GK",5,0,"Raya (ARS)","David Raya Martín",1,90,10,38,0,0,0,1.52,1,0,0,0,49.2,4.9,2.87,1.55
1,25,12,2,FALSE,"2025-08-31T15:30:00Z",1,0,3,FALSE,90,0,0,0,1,0,0,0,0,0,2,0,12,20,10,0,3,0,12,0,0,1,0,0.02,0.02,0.52,55,-12311,2406964,146739,159050,1,"David","Raya Martín","Raya",1,1,"154561.jpg","Arsenal","ARS",5,"0.52","Liverpool","LIV",4,1375,1230,1400,1170,1350,1290,"GK",0,1,"Raya (ARS)","David Raya Martín",1,90,8,33,0,0,0,0.845,3,0,0,0,31.3,3.1,0.49,2.21
1,31,16,6,TRUE,"2025-09-13T11:30:00Z",3,0,4,FALSE,90,0,0,1,0,0,0,0,0,0,1,0,24,12.8,0,0,1.3,0,9,0,0,1,0,0,0,0.2,55,171289,2765759,289041,117752,1,"David","Raya Martín","Raya",1,1,"154561.jpg","Arsenal","ARS",5,"0.20","Nott'm Forest","NFO",3,1300,1130,1340,1110,1260,1150,"GK",3,0,"Raya (ARS)","David Raya Martín",0.666666666666667,90,6,26,0,0.00666666666666667,0.00666666666666667,0.736666666666667,2,0.333333333333333,0,3.33333333333333,27.5333333333333,3.06666666666667,1.84,1.63666666666667
1,41,13,2,TRUE,"2025-09-21T15:30:00Z",1,1,5,FALSE,90,0,0,0,1,0,0,0,0,0,2,0,13,21.4,0,0,2.1,1,6,0,0,1,0,0.01,0.01,0.89,55,-9786,2762632,98100,107886,1,"David","Raya Martín","Raya",1,1,"154561.jpg","Arsenal","ARS",5,"0.89","Man City","MCI",4,1300,1305,1340,1230,1260,1380,"GK",1,1,"Raya (ARS)","David Raya Martín",0.75,90,6,25.5,0,0.005,0.005,0.6025,2.25,0.25,0,2.5,23.85,2.625,0.95,1.6875
1,58,15,2,FALSE,"2025-09-28T15:30:00Z",1,2,6,FALSE,90,0,0,0,1,0,0,0,0,0,2,0,11,15.8,0,0,1.6,2,10,0,0,1,0,0.01,0.01,0.61,56,227251,3029654,357846,130595,1,"David","Raya Martín","Raya",1,1,"154561.jpg","Arsenal","ARS",5,"0.61","Newcastle","NEW",3,1375,1160,1400,1170,1350,1150,"GK",2,1,"Raya (ARS)","David Raya Martín",0.6,90,5.2,23,0,0.006,0.006,0.66,2,0.4,0,2,23.36,2.52,2.04,1.54
1,61,19,6,TRUE,"2025-10-04T14:00:00Z",2,0,7,FALSE,90,0,0,1,0,0,0,0,0,0,0,0,20,3.2,0,0,0.3,0,8,0,0,1,0,0,0,0.49,56,212315,3297838,287510,75195,1,"David","Raya Martín","Raya",1,1,"154561.jpg","Arsenal","ARS",5,"0.49","West Ham","WHU",3,1300,1075,1340,1050,1260,1100,"GK",2,0,"Raya (ARS)","David Raya Martín",0.4,90,3.6,17.6,0,0.008,0.008,0.478,2.2,0.6,0,2,16.68,1.86,2.91,1.638
1,74,10,6,FALSE,"2025-10-18T16:30:00Z",0,1,8,FALSE,90,0,0,1,0,0,0,0,0,0,0,0,21,4.6,0,0,0.5,2,7,0,0,1,0,0,0,0.44,57,120482,3447590,208192,87710,1,"David","Raya Martín","Raya",1,1,"154561.jpg","Arsenal","ARS",5,"0.44","Fulham","FUL",3,1375,1090,1400,1080,1350,1100,"GK",1,0,"Raya (ARS)","David Raya Martín",0.4,90,3.6,16,0,0.008,0.008,0.542,1.6,0.6,0,2,14.64,1.66,1.91,1.646
1,81,8,6,TRUE,"2025-10-26T14:00:00Z",1,0,9,FALSE,90,0,0,1,0,0,0,0,0,0,1,0,25,15,0.1,0,1.5,2,10,0,0,1,0,0,0,0.47,57,81905,3546345,131150,49245,1,"David","Raya Martín","Raya",1,1,"154561.jpg","Arsenal","ARS",5,"0.47","Crystal Palace","CRY",3,1300,1205,1340,1150,1260,1260,"GK",1,0,"Raya (ARS)","David Raya Martín",0.6,90,4.4,17.8,0,0.004,0.004,0.526,1.8,0.4,0,0,11.56,1.16,1.15,1.93
1,92,3,6,FALSE,"2025-11-01T15:00:00Z",0,2,10,FALSE,90,0,0,1,0,0,0,0,0,0,0,0,20,2.8,0.1,0,0.3,1,7,0,0,1,0,0,0,0.42,58,227648,3816996,267422,39774,1,"David","Raya Martín","Raya",1,1,"154561.jpg","Arsenal","ARS",5,"0.42","Burnley","BUR",3,1375,1055,1400,1010,1350,1100,"GK",2,0,"Raya (ARS)","David Raya Martín",0.6,90,4.4,18,0,0.004,0.004,0.58,1.4,0.4,0,0.02,12,1.2,2.42,1.792
1,108,17,1,FALSE,"2025-11-08T17:30:00Z",2,2,11,FALSE,90,0,0,0,2,0,0,0,0,0,0,0,-2,1.6,0,0,0.2,0,2,0,0,1,0,0,0,0.44,59,180430,4024229,210442,30012,1,"David","Raya Martín","Raya",1,1,"154561.jpg","Arsenal","ARS",5,"0.44","Sunderland","SUN",3,1375,1100,1400,1100,1350,1100,"GK",2,2,"Raya (ARS)","David Raya Martín",0.8,90,5.2,19.4,0,0.002,0.002,0.486,1.6,0.2,0,0.04,8.28,0.84,2.01,2.086
1,111,18,2,TRUE,"2025-11-23T16:30:00Z",4,1,12,FALSE,90,0,0,0,1,0,0,0,0,0,1,0,6,6.6,0,0,0.7,0,5,0,0,1,0,0,0,0.07,59,3055,4013556,81056,78001,1,"David","Raya Martín","Raya",1,1,"154561.jpg","Arsenal","ARS",5,"0.07","Spurs","TOT",3,1300,1175,1340,1150,1260,1200,"GK",4,1,"Raya (ARS)","David Raya Martín",0.8,90,5,16.8,0,0,0,0.452,1.6,0.4,0,0.04,5.44,0.56,1.93,2.08
1,123,7,3,FALSE,"2025-11-30T16:30:00Z",1,1,13,FALSE,90,0,0,0,1,0,0,0,0,0,3,0,12,20,0,0,2,0,7,0,0,1,0,0,0,0.79,59,-37310,3844111,41034,78344,1,"David","Raya Martín","Raya",1,1,"154561.jpg","Arsenal","ARS",5,"0.79","Chelsea","CHE",3,1375,1180,1400,1140,1350,1220,"GK",1,1,"Raya (ARS)","David Raya Martín",0.6,90,4.2,14,0,0,0,0.368,2,0.6,0,0.04,6.12,0.64,1.25,1.884
1,131,5,6,TRUE,"2025-12-03T19:30:00Z",2,0,14,FALSE,90,0,0,1,0,0,0,0,0,0,1,0,26,15,0,0,1.5,2,12,0,0,1,0,0,0,0.35,59,76542,4109145,105123,28581,1,"David","Raya Martín","Raya",1,1,"154561.jpg","Arsenal","ARS",5,"0.35","Brentford","BRE",3,1300,1175,1340,1110,1260,1240,"GK",2,0,"Raya (ARS)","David Raya Martín",0.4,90,3.6,12.2,0,0,0,0.438,2,0.8,0,0.04,9.2,0.94,1.8,1.752
1,141,2,2,FALSE,"2025-12-06T12:30:00Z",2,1,15,FALSE,90,0,0,0,2,0,0,0,0,0,4,0,13,35.2,0,0,3.5,0,7,0,0,1,0,0,0,2.16,59,124671,4221133,152709,28038,1,"David","Raya Martín","Raya",1,1,"154561.jpg","Arsenal","ARS",5,"2.16","Aston Villa","AVL",3,1375,1145,1400,1150,1350,1140,"GK",1,2,"Raya (ARS)","David Raya Martín",0.4,90,3.6,12.4,0,0,0,0.414,2.2,0.8,0,0.02,9.2,0.94,1.92,1.882
1,151,20,2,TRUE,"2025-12-13T20:00:00Z",2,1,16,FALSE,90,0,0,0,1,0,0,0,0,0,1,0,8,13.6,0.1,0,1.4,1,9,0,0,1,0,0,0,0.38,60,371508,4668846,429199,57691,1,"David","Raya Martín","Raya",1,1,"154561.jpg","Arsenal","ARS",5,"0.38","Wolves","WOL",3,1300,1085,1340,1050,1260,1120,"GK",2,1,"Raya (ARS)","David Raya Martín",0.2,90,2.8,11,0,0,0,0.762,2,1.2,0,0,15.68,1.58,1.11,1.782
1,164,9,7,FALSE,"2025-12-20T20:00:00Z",0,1,17,FALSE,90,0,0,1,0,0,0,0,0,0,1,1,28,16.6,0,0,1.7,1,14,0,0,1,0,0,0,0.2,60,-23521,4608882,67109,90630,1,"David","Raya Martín","Raya",1,1,"154561.jpg","Arsenal","ARS",5,"0.20","Everton","EVE",3,1375,1100,1400,1110,1350,1090,"GK",1,0,"Raya (ARS)","David Raya Martín",0.2,90,3,13,0,0,0,0.75,2,1,0,0.02,18.08,1.82,2.13,1.602
1,171,6,2,TRUE,"2025-12-27T15:00:00Z",2,1,18,FALSE,90,0,0,0,1,0,0,0,0,0,2,0,11,21.8,10,0,3.2,0,6,0,0,1,0,0,0,0.85,60,-10413,4572955,53156,63569,1,"David","Raya Martín","Raya",1,1,"154561.jpg","Arsenal","ARS",5,"0.85","Brighton","BHA",3,1300,1160,1340,1110,1260,1210,"GK",2,1,"Raya (ARS)","David Raya Martín",0.4,90,4,17.4,0,0,0,0.776,1.4,0.8,0,0.02,20.08,2.02,3.26,1.642
1,181,2,2,TRUE,"2025-12-30T20:15:00Z",4,1,19,FALSE,90,0,0,0,1,0,0,0,0,0,2,0,12,20,0,0,2,2,9,0,0,1,0,0,0,2.67,60,-67402,4431485,29380,96782,1,"David","Raya Martín","Raya",1,1,"154561.jpg","Arsenal","ARS",5,"2.67","Aston Villa","AVL",3,1300,1185,1340,1170,1260,1200,"GK",4,1,"Raya (ARS)","David Raya Martín",0.4,90,3.8,17.2,0,0,0,0.788,1.6,0.8,0,2.02,20.44,2.26,3.04,2.044
1,192,4,1,FALSE,"2026-01-03T17:30:00Z",2,3,20,FALSE,90,0,0,0,2,0,0,0,0,0,1,0,3,7.2,0,0,0.7,0,8,0,0,1,0,0,0,1.43,60,-96397,4469007,40492,136889,1,"David","Raya Martín","Raya",1,1,"154561.jpg","Arsenal","ARS",5,"1.43","Bournemouth","BOU",3,1375,1150,1400,1100,1350,1200,"GK",3,2,"Raya (ARS)","David Raya Martín",0.2,90,3,14.4,0,0,0,1.252,2,1,0,2.02,21.44,2.36,1.13,2.292
1,201,12,6,TRUE,"2026-01-08T20:00:00Z",0,0,21,FALSE,90,0,0,1,0,0,0,0,0,0,0,0,19,4.4,0,0,0.4,1,4,0,0,1,0,0,0,0.36,60,-177932,4289085,27025,204957,1,"David","Raya Martín","Raya",1,1,"154561.jpg","Arsenal","ARS",5,"0.36","Liverpool","LIV",4,1300,1265,1340,1210,1260,1320,"GK",0,0,"Raya (ARS)","David Raya Martín",0.2,90,2.8,12.4,0,0,0,1.106,2.4,1,0,2.02,15.84,1.8,0.58,2.134
1,217,16,6,FALSE,"2026-01-17T17:30:00Z",0,0,22,FALSE,90,0,0,1,0,0,0,0,0,0,0,0,23,6.2,0,0,0.6,2,7,1,0,1,0,0,0,0.34,59,-12759,4309674,87850,100609,1,"David","Raya Martín","Raya",1,1,"154561.jpg","Arsenal","ARS",5,"0.34","Nott'm Forest","NFO",3,1375,1100,1400,1100,1350,1100,"GK",0,0,"Raya (ARS)","David Raya Martín",0.4,90,3.6,14.6,0,0,0,1.102,2,0.8,0,2,14,1.6,2.1,2.028
1,221,14,1,TRUE,"2026-01-25T16:30:00Z",2,3,23,FALSE,90,0,0,0,3,0,0,0,0,0,0,0,-3,4.8,0,0,0.5,1,10,0,0,1,0,0.01,0.01,0.71,59,-42730,4268252,36057,78787,1,"David","Raya Martín","Raya",1,1,"154561.jpg","Arsenal","ARS",5,"0.71","Man Utd","MUN",3,1300,1205,1340,1150,1260,1260,"GK",2,3,"Raya (ARS)","David Raya Martín",0.4,90,3.4,13.6,0,0,0,1.13,1.8,0.8,0,2,11.92,1.38,1.2,2.022
2,9,14,0,FALSE,"2025-08-17T15:30:00Z",0,1,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,90618,0,0,2,"Kepa","Arrizabalaga Revuelta","Arrizabalaga",1,1,"109745.jpg","Arsenal","ARS",5,"1.52","Man Utd","MUN",3,1375,1135,1400,1100,1350,1170,"GK",1,0,"Arrizabalaga (ARS)","Kepa Arrizabalaga Revuelta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55,1.61
2,11,11,0,TRUE,"2025-08-23T16:30:00Z",5,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-9834,89793,2130,11964,2,"Kepa","Arrizabalaga Revuelta","Arrizabalaga",1,1,"109745.jpg","Arsenal","ARS",5,"0.17","Leeds","LEE",3,1300,1145,1340,1100,1260,1190,"GK",5,0,"Arrizabalaga (ARS)","Kepa Arrizabalaga Revuelta",0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.87,1.312
2,25,12,0,FALSE,"2025-08-31T15:30:00Z",1,0,3,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,-11575,81016,1131,12706,2,"Kepa","Arrizabalaga Revuelta","Arrizabalaga",1,1,"109745.jpg","Arsenal","ARS",5,"0.52","Liverpool","LIV",4,1375,1230,1400,1170,1350,1290,"GK",0,1,"Arrizabalaga (ARS)","Kepa Arrizabalaga Revuelta",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.49,1.66
2,31,16,0,TRUE,"2025-09-13T11:30:00Z",3,0,4,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,-6913,76258,1271,8184,2,"Kepa","Arrizabalaga Revuelta","Arrizabalaga",1,1,"109745.jpg","Arsenal","ARS",5,"0.20","Nott'm Forest","NFO",3,1300,1130,1340,1110,1260,1150,"GK",3,0,"Arrizabalaga (ARS)","Kepa Arrizabalaga Revuelta",0,0,0,0,0,0,0,0,2,0.333333333333333,0,0,0,0,1.84,1.642
2,41,13,0,TRUE,"2025-09-21T15:30:00Z",1,1,5,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,-5570,71572,689,6259,2,"Kepa","Arrizabalaga Revuelta","Arrizabalaga",1,1,"109745.jpg","Arsenal","ARS",5,"0.89","Man City","MCI",4,1300,1305,1340,1230,1260,1380,"GK",1,1,"Arrizabalaga (ARS)","Kepa Arrizabalaga Revuelta",0,0,0,0,0,0,0,0,2.25,0.25,0,0,0,0,0.95,1.59
2,58,15,0,FALSE,"2025-09-28T15:30:00Z",1,2,6,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,-4229,67990,713,4942,2,"Kepa","Arrizabalaga Revuelta","Arrizabalaga",1,1,"109745.jpg","Arsenal","ARS",5,"0.61","Newcastle","NEW",3,1375,1160,1400,1170,1350,1150,"GK",2,1,"Arrizabalaga (ARS)","Kepa Arrizabalaga Revuelta",0,0,0,0,0,0,0,0,2,0.4,0,0,0,0,2.04,1.54
2,61,19,0,TRUE,"2025-10-04T14:00:00Z",2,0,7,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,-3442,64932,461,3903,2,"Kepa","Arrizabalaga Revuelta","Arrizabalaga",1,1,"109745.jpg","Arsenal","ARS",5,"0.49","West Ham","WHU",3,1300,1075,1340,1050,1260,1100,"GK",2,0,"Arrizabalaga (ARS)","Kepa Arrizabalaga Revuelta",0,0,0,0,0,0,0,0,2.2,0.6,0,0,0,0,2.91,1.638
2,74,10,0,FALSE,"2025-10-18T16:30:00Z",0,1,8,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,-3767,61782,442,4209,2,"Kepa","Arrizabalaga Revuelta","Arrizabalaga",1,1,"109745.jpg","Arsenal","ARS",5,"0.44","Fulham","FUL",3,1375,1090,1400,1080,1350,1100,"GK",1,0,"Arrizabalaga (ARS)","Kepa Arrizabalaga Revuelta",0,0,0,0,0,0,0,0,1.6,0.6,0,0,0,0,1.91,1.646
2,81,8,0,TRUE,"2025-10-26T14:00:00Z",1,0,9,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,-2402,59724,221,2623,2,"Kepa","Arrizabalaga Revuelta","Arrizabalaga",1,1,"109745.jpg","Arsenal","ARS",5,"0.47","Crystal Palace","CRY",3,1300,1205,1340,1150,1260,1260,"GK",1,0,"Arrizabalaga (ARS)","Kepa Arrizabalaga Revuelta",0,0,0,0,0,0,0,0,1.8,0.4,0,0,0,0,1.15,1.93
2,92,3,0,FALSE,"2025-11-01T15:00:00Z",0,2,10,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,-2150,57825,423,2573,2,"Kepa","Arrizabalaga Revuelta","Arrizabalaga",1,1,"109745.jpg","Arsenal","ARS",5,"0.42","Burnley","BUR",3,1375,1055,1400,1010,1350,1100,"GK",2,0,"Arrizabalaga (ARS)","Kepa Arrizabalaga Revuelta",0,0,0,0,0,0,0,0,1.4,0.4,0,0,0,0,2.42,1.792
2,108,17,0,FALSE,"2025-11-08T17:30:00Z",2,2,11,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,-2012,56075,386,2398,2,"Kepa","Arrizabalaga Revuelta","Arrizabalaga",1,1,"109745.jpg","Arsenal","ARS",5,"0.44","Sunderland","SUN",3,1375,1100,1400,1100,1350,1100,"GK",2,2,"Arrizabalaga (ARS)","Kepa Arrizabalaga Revuelta",0,0,0,0,0,0,0,0,1.6,0.2,0,0,0,0,2.01,2.086
2,111,18,0,TRUE,"2025-11-23T16:30:00Z",4,1,12,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,-1215,55291,404,1619,2,"Kepa","Arrizabalaga Revuelta","Arrizabalaga",1,1,"109745.jpg","Arsenal","ARS",5,"0.07","Spurs","TOT",3,1300,1175,1340,1150,1260,1200,"GK",4,1,"Arrizabalaga (ARS)","Kepa Arrizabalaga Revuelta",0,0,0,0,0,0,0,0,1.6,0.4,0,0,0,0,1.93,2.08
2,123,7,0,FALSE,"2025-11-30T16:30:00Z",1,1,13,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,-1178,54420,238,1416,2,"Kepa","Arrizabalaga Revuelta","Arrizabalaga",1,1,"109745.jpg","Arsenal","ARS",5,"0.79","Chelsea","CHE",3,1375,1180,1400,1140,1350,1220,"GK",1,1,"Arrizabalaga (ARS)","Kepa Arrizabalaga Revuelta",0,0,0,0,0,0,0,0,2,0.6,0,0,0,0,1.25,1.884
2,131,5,0,TRUE,"2025-12-03T19:30:00Z",2,0,14,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,-668,53843,244,912,2,"Kepa","Arrizabalaga Revuelta","Arrizabalaga",1,1,"109745.jpg","Arsenal","ARS",5,"0.35","Brentford","BRE",3,1300,1175,1340,1110,1260,1240,"GK",2,0,"Arrizabalaga (ARS)","Kepa Arrizabalaga Revuelta",0,0,0,0,0,0,0,0,2,0.8,0,0,0,0,1.8,1.752
2,141,2,0,FALSE,"2025-12-06T12:30:00Z",2,1,15,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,-794,53294,378,1172,2,"Kepa","Arrizabalaga Revuelta","Arrizabalaga",1,1,"109745.jpg","Arsenal","ARS",5,"2.16","Aston Villa","AVL",3,1375,1145,1400,1150,1350,1140,"GK",1,2,"Arrizabalaga (ARS)","Kepa Arrizabalaga Revuelta",0,0,0,0,0,0,0,0,2.2,0.8,0,0,0,0,1.92,1.882
2,151,20,0,TRUE,"2025-12-13T20:00:00Z",2,1,16,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,-1491,51955,811,2302,2,"Kepa","Arrizabalaga Revuelta","Arrizabalaga",1,1,"109745.jpg","Arsenal","ARS",5,"0.38","Wolves","WOL",3,1300,1085,1340,1050,1260,1120,"GK",2,1,"Arrizabalaga (ARS)","Kepa Arrizabalaga Revuelta",0,0,0,0,0,0,0,0,2,1.2,0,0,0,0,1.11,1.782
2,164,9,0,FALSE,"2025-12-20T20:00:00Z",0,1,17,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,-499,51812,666,1165,2,"Kepa","Arrizabalaga Revuelta","Arrizabalaga",1,1,"109745.jpg","Arsenal","ARS",5,"0.20","Everton","EVE",3,1375,1100,1400,1110,1350,1090,"GK",1,0,"Arrizabalaga (ARS)","Kepa Arrizabalaga Revuelta",0,0,0,0,0,0,0,0,2,1,0,0,0,0,2.13,1.602
2,171,6,0,TRUE,"2025-12-27T15:00:00Z",2,1,18,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,-510,51553,573,1083,2,"Kepa","Arrizabalaga Revuelta","Arrizabalaga",1,1,"109745.jpg","Arsenal","ARS",5,"0.85","Brighton","BHA",3,1300,1160,1340,1110,1260,1210,"GK",2,1,"Arrizabalaga (ARS)","Kepa Arrizabalaga Revuelta",0,0,0,0,0,0,0,0,1.4,0.8,0,0,0,0,3.26,1.642
2,181,2,0,TRUE,"2025-12-30T20:15:00Z",4,1,19,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,-382,51712,380,762,2,"Kepa","Arrizabalaga Revuelta","Arrizabalaga",1,1,"109745.jpg","Arsenal","ARS",5,"2.67","Aston Villa","AVL",3,1300,1185,1340,1170,1260,1200,"GK",4,1,"Arrizabalaga (ARS)","Kepa Arrizabalaga Revuelta",0,0,0,0,0,0,0,0,1.6,0.8,0,0,0,0,3.04,2.044
2,192,4,0,FALSE,"2026-01-03T17:30:00Z",2,3,20,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,-273,51046,315,588,2,"Kepa","Arrizabalaga Revuelta","Arrizabalaga",1,1,"109745.jpg","Arsenal","ARS",5,"1.43","Bournemouth","BOU",3,1375,1150,1400,1100,1350,1200,"GK",3,2,"Arrizabalaga (ARS)","Kepa Arrizabalaga Revuelta",0,0,0,0,0,0,0,0,2,1,0,0,0,0,1.13,2.292
2,201,12,0,TRUE,"2026-01-08T20:00:00Z",0,0,21,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,-455,50726,283,738,2,"Kepa","Arrizabalaga Revuelta","Arrizabalaga",1,1,"109745.jpg","Arsenal","ARS",5,"0.36","Liverpool","LIV",4,1300,1265,1340,1210,1260,1320,"GK",0,0,"Arrizabalaga (ARS)","Kepa Arrizabalaga Revuelta",0,0,0,0,0,0,0,0,2.4,1,0,0,0,0,0.58,2.134
2,217,16,0,FALSE,"2026-01-17T17:30:00Z",0,0,22,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,-598,50287,390,988,2,"Kepa","Arrizabalaga Revuelta","Arrizabalaga",1,1,"109745.jpg","Arsenal","ARS",5,"0.34","Nott'm Forest","NFO",3,1375,1100,1400,1100,1350,1100,"GK",0,0,"Arrizabalaga (ARS)","Kepa Arrizabalaga Revuelta",0,0,0,0,0,0,0,0,2,0.8,0,0,0,0,2.1,2.028
2,221,14,0,TRUE,"2026-01-25T16:30:00Z",2,3,23,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,-207,50241,317,524,2,"Kepa","Arrizabalaga Revuelta","Arrizabalaga",1,1,"109745.jpg","Arsenal","ARS",5,"0.71","Man Utd","MUN",3,1300,1205,1340,1150,1260,1260,"GK",2,3,"Arrizabalaga (ARS)","Kepa Arrizabalaga Revuelta",0,0,0,0,0,0,0,0,1.8,0.8,0,0,0,0,1.2,2.022
3,9,14,0,FALSE,"2025-08-17T15:30:00Z",0,1,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,55400,0,0,3,"Karl","Hein","Hein",1,1,"463748.jpg","Arsenal","ARS",5,"1.52","Man Utd","MUN",3,1375,1135,1400,1100,1350,1170,"GK",1,0,"Hein (ARS)","Karl Hein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55,1.61
3,11,11,0,TRUE,"2025-08-23T16:30:00Z",5,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,-1321,64836,3835,5156,3,"Karl","Hein","Hein",1,1,"463748.jpg","Arsenal","ARS",5,"0.17","Leeds","LEE",3,1300,1145,1340,1100,1260,1190,"GK",5,0,"Hein (ARS)","Karl Hein",0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.87,1.312
3,25,12,0,FALSE,"2025-08-31T15:30:00Z",1,0,3,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,-8078,58537,1710,9788,3,"Karl","Hein","Hein",1,1,"463748.jpg","Arsenal","ARS",5,"0.52","Liverpool","LIV",4,1375,1230,1400,1170,1350,1290,"GK",0,1,"Hein (ARS)","Karl Hein",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.49,1.66
3,31,16,0,TRUE,"2025-09-13T11:30:00Z",3,0,4,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,-7317,51317,0,7317,3,"Karl","Hein","Hein",1,1,"463748.jpg","Arsenal","ARS",5,"0.20","Nott'm Forest","NFO",3,1300,1130,1340,1110,1260,1150,"GK",3,0,"Hein (ARS)","Karl Hein",0,0,0,0,0,0,0,0,2,0.333333333333333,0,0,0,0,1.84,1.642
