"element","fixture","opponent_team","total_points","was_home","kickoff_time","team_h_score","team_a_score","round","modified","minutes","goals_scored","assists","clean_sheets","goals_conceded","own_goals","penalties_saved","penalties_missed","yellow_cards","red_cards","saves","bonus","bps","influence","creativity","threat","ict_index","clearances_blocks_interceptions","recoveries","tackles","defensive_contribution","starts","expected_goals","expected_assists","expected_goal_involvements","expected_goals_conceded","value","transfers_balance","selected","transfers_in","transfers_out","id","first_name","second_name","web_name","team","element_type","photo","team_name","short_team_name","strength","total_xg_conceded","opp_team_name","opp_short_team_name","opp_strength","team_strength","opp_team_strength","team_strength_att","opp_team_strength_att","team_strength_def","opp_team_strength_def","Position","Goals","Opp_Goals","name_club","full_name","cs_mean","recent_starts","points_mean","bps_mean","xg_mean","xa_mean","xgi_mean","xg_against","goals_mean","oppgoals_mean","threat_mean","creativity_mean","influence_mean","ict_mean","team_xg","team_xg_mean"
177,22,13,0,TRUE,"2025-08-31T13:00:00Z",2,1,3,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-1825,4146,0,1825,177,"Andrew","Moran","Moran",6,3,"513834.jpg","Brighton","BHA",3,"1.82","Man City","MCI",4,1150,1305,1090,1230,1210,1380,"MID",2,1,"Moran (BHA)","Andrew Moran",0,0,0,0,0,0,0,0,0.5,1.5,0,0,0,0,2.3,1.564
177,32,4,0,FALSE,"2025-09-13T14:00:00Z",2,1,4,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-793,3479,0,793,177,"Andrew","Moran","Moran",6,3,"513834.jpg","Brighton","BHA",3,"1.45","Bournemouth","BOU",3,1160,1150,1110,1100,1210,1200,"MID",1,2,"Moran (BHA)","Andrew Moran",0,0,0,0,0,0,0,0,1,1.33333333333333,0,0,0,0,0.62,1.792
177,43,18,0,TRUE,"2025-09-20T14:00:00Z",2,2,5,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-327,3175,0,327,177,"Andrew","Moran","Moran",6,3,"513834.jpg","Brighton","BHA",3,"1.22","Spurs","TOT",3,1150,1175,1090,1150,1210,1200,"MID",2,2,"Moran (BHA)","Andrew Moran",0,0,0,0,0,0,0,0,1,1.5,0,0,0,0,1.32,1.704
177,53,7,0,FALSE,"2025-09-27T14:00:00Z",1,3,6,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-267,2917,0,267,177,"Andrew","Moran","Moran",6,3,"513834.jpg","Brighton","BHA",3,"1.81","Chelsea","CHE",3,1160,1180,1110,1140,1210,1220,"MID",3,1,"Moran (BHA)","Andrew Moran",0,0,0,0,0,0,0,0,1.2,1.6,0,0,0,0,2.28,1.632
177,70,20,0,FALSE,"2025-10-05T13:00:00Z",1,1,7,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-184,2733,0,184,177,"Andrew","Moran","Moran",6,3,"513834.jpg","Brighton","BHA",3,"0.56","Wolves","WOL",3,1160,1070,1110,1050,1210,1090,"MID",1,1,"Moran (BHA)","Andrew Moran",0,0,0,0,0,0,0,0,1.6,1.6,0,0,0,0,1.18,1.79
177,71,15,0,TRUE,"2025-10-18T14:00:00Z",2,1,8,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-159,2580,0,159,177,"Andrew","Moran","Moran",6,3,"513834.jpg","Brighton","BHA",3,"1.45","Newcastle","NEW",3,1150,1220,1090,1180,1210,1260,"MID",2,1,"Moran (BHA)","Andrew Moran",0,0,0,0,0,0,0,0,1.8,1.4,0,0,0,0,0.92,1.54
177,88,14,0,FALSE,"2025-10-25T16:30:00Z",4,2,9,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-96,2489,0,96,177,"Andrew","Moran","Moran",6,3,"513834.jpg","Brighton","BHA",3,"1.29","Man Utd","MUN",3,1160,1135,1110,1100,1210,1170,"MID",2,4,"Moran (BHA)","Andrew Moran",0,0,0,0,0,0,0,0,1.8,1.4,0,0,0,0,1.12,1.264
177,91,11,0,TRUE,"2025-11-01T15:00:00Z",3,0,10,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-74,2416,0,74,177,"Andrew","Moran","Moran",6,3,"513834.jpg","Brighton","BHA",3,"0.50","Leeds","LEE",3,1150,1145,1090,1100,1210,1190,"MID",3,0,"Moran (BHA)","Andrew Moran",0,0,0,0,0,0,0,0,2,1.8,0,0,0,0,3.07,1.364
177,104,8,0,FALSE,"2025-11-09T14:00:00Z",0,0,11,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-64,2352,0,64,177,"Andrew","Moran","Moran",6,3,"513834.jpg","Brighton","BHA",3,"0.74","Crystal Palace","CRY",3,1160,1165,1110,1150,1210,1180,"MID",0,0,"Moran (BHA)","Andrew Moran",0,0,0,0,0,0,0,0,2.2,1.4,0,0,0,0,0.38,1.714
177,113,5,0,TRUE,"2025-11-22T15:00:00Z",2,1,12,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-60,2289,0,60,177,"Andrew","Moran","Moran",6,3,"513834.jpg","Brighton","BHA",3,"1.91","Brentford","BRE",3,1150,1175,1090,1110,1210,1240,"MID",2,1,"Moran (BHA)","Andrew Moran",0,0,0,0,0,0,0,0,1.6,1.2,0,0,0,0,1.22,1.334
177,127,16,0,FALSE,"2025-11-30T14:05:00Z",0,2,13,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-41,2251,0,41,177,"Andrew","Moran","Moran",6,3,"513834.jpg","Brighton","BHA",3,"0.71","Nott'm Forest","NFO",3,1160,1100,1110,1100,1210,1100,"MID",2,0,"Moran (BHA)","Andrew Moran",0,0,0,0,0,0,0,0,1.8,1.2,0,0,0,0,1.53,1.342
177,133,2,0,TRUE,"2025-12-03T19:30:00Z",3,4,14,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-20,2234,0,20,177,"Andrew","Moran","Moran",6,3,"513834.jpg","Brighton","BHA",3,"2.41","Aston Villa","AVL",3,1150,1185,1090,1170,1210,1200,"MID",3,4,"Moran (BHA)","Andrew Moran",0,0,0,0,0,0,0,0,1.8,1,0,0,0,0,2.21,1.464
177,143,19,0,TRUE,"2025-12-07T14:00:00Z",1,1,15,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-25,2210,0,25,177,"Andrew","Moran","Moran",6,3,"513834.jpg","Brighton","BHA",3,"1.14","West Ham","WHU",3,1150,1075,1090,1050,1210,1100,"MID",1,1,"Moran (BHA)","Andrew Moran",0,0,0,0,0,0,0,0,2,1,0,0,0,0,1.87,1.682
177,156,12,0,FALSE,"2025-12-13T15:00:00Z",2,0,16,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-52,2157,0,52,177,"Andrew","Moran","Moran",6,3,"513834.jpg","Brighton","BHA",3,"1.89","Liverpool","LIV",4,1160,1230,1110,1170,1210,1290,"MID",0,2,"Moran (BHA)","Andrew Moran",0,0,0,0,0,0,0,0,1.6,1.2,0,0,0,0,1.91,1.442
177,163,17,0,TRUE,"2025-12-20T15:00:00Z",0,0,17,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-30,2126,0,30,177,"Andrew","Moran","Moran",6,3,"513834.jpg","Brighton","BHA",3,"1.38","Sunderland","SUN",3,1150,1145,1090,1120,1210,1170,"MID",0,0,"Moran (BHA)","Andrew Moran",0,0,0,0,0,0,0,0,1.6,1.6,0,0,0,0,1.13,1.748
177,171,1,0,FALSE,"2025-12-27T15:00:00Z",2,1,18,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-26,2099,0,26,177,"Andrew","Moran","Moran",6,3,"513834.jpg","Brighton","BHA",3,"3.08","Arsenal","ARS",5,1160,1300,1110,1340,1210,1260,"MID",1,2,"Moran (BHA)","Andrew Moran",0,0,0,0,0,0,0,0,1.2,1.4,0,0,0,0,0.85,1.73
177,190,19,0,FALSE,"2025-12-30T19:30:00Z",2,2,19,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-11,2087,0,11,177,"Andrew","Moran","Moran",6,3,"513834.jpg","Brighton","BHA",3,"2.06","West Ham","WHU",3,1160,1075,1110,1050,1210,1100,"MID",2,2,"Moran (BHA)","Andrew Moran",0,0,0,0,0,0,0,0,1,1.8,0,0,0,0,2.94,1.594
177,193,3,0,TRUE,"2026-01-03T15:00:00Z",2,0,20,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-12,2079,0,12,177,"Andrew","Moran","Moran",6,3,"513834.jpg","Brighton","BHA",3,"0.30","Burnley","BUR",3,1150,1095,1090,1090,1210,1100,"MID",2,0,"Moran (BHA)","Andrew Moran",0,0,0,0,0,0,0,0,0.8,1.4,0,0,0,0,1.45,1.74
177,208,13,0,FALSE,"2026-01-07T19:30:00Z",1,1,21,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-6,2072,0,6,177,"Andrew","Moran","Moran",6,3,"513834.jpg","Brighton","BHA",3,"2.55","Man City","MCI",4,1160,1250,1110,1210,1210,1290,"MID",1,1,"Moran (BHA)","Andrew Moran",0,0,0,0,0,0,0,0,1,1.2,0,0,0,0,1.16,1.656
177,212,4,0,TRUE,"2026-01-19T20:00:00Z",1,1,22,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-18,2054,0,18,177,"Andrew","Moran","Moran",6,3,"513834.jpg","Brighton","BHA",3,"1.33","Bournemouth","BOU",3,1150,1220,1090,1240,1210,1200,"MID",1,1,"Moran (BHA)","Andrew Moran",0,0,0,0,0,0,0,0,1.2,1,0,0,0,0,1.06,1.506
177,227,10,0,FALSE,"2026-01-24T15:00:00Z",2,1,23,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-11,2044,0,11,177,"Andrew","Moran","Moran",6,3,"513834.jpg","Brighton","BHA",3,"1.05","Fulham","FUL",3,1160,1090,1110,1080,1210,1100,"MID",1,2,"Moran (BHA)","Andrew Moran",0,0,0,0,0,0,0,0,1.4,1.2,0,0,0,0,1.68,1.492
178,3,10,1,TRUE,"2025-08-16T14:00:00Z",1,1,1,FALSE,21,0,0,0,1,0,0,0,0,0,0,0,3,2.2,0.6,2,0.5,0,0,1,1,0,0,0,0,0.24,65,0,448372,0,0,178,"Danny","Welbeck","Welbeck",6,4,"50175.jpg","Brighton","BHA",3,"0.76","Fulham","FUL",3,1150,1130,1090,1140,1210,1120,"ST",1,1,"Welbeck (BHA)","Danny Welbeck",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.49,1.658
178,16,9,0,FALSE,"2025-08-24T13:00:00Z",2,0,2,FALSE,90,0,0,0,2,0,0,1,0,0,0,0,-9,0,3.4,27,2.8,0,1,0,1,1,1.56,0.1,1.66,1.6,65,-86269,389562,14979,101248,178,"Danny","Welbeck","Welbeck",6,4,"50175.jpg","Brighton","BHA",3,"1.60","Everton","EVE",3,1160,1100,1110,1110,1210,1090,"ST",0,2,"Welbeck (BHA)","Danny Welbeck",0,21,1,3,0,0,0,0.24,1,1,2,0.6,2.2,0.5,2.43,1.368
178,22,13,2,TRUE,"2025-08-31T13:00:00Z",2,1,3,FALSE,60,0,0,0,1,0,0,0,0,0,0,0,6,0.4,16.5,2,1.9,0,2,0,2,1,0,0.17,0.17,1.65,64,-116773,277273,8152,124925,178,"Danny","Welbeck","Welbeck",6,4,"50175.jpg","Brighton","BHA",3,"1.82","Man City","MCI",4,1150,1305,1090,1230,1210,1380,"ST",2,1,"Welbeck (BHA)","Danny Welbeck",0,55.5,0.5,-3,0.78,0.05,0.83,0.92,0.5,1.5,14.5,2,1.1,1.65,2.3,1.564
178,32,4,2,FALSE,"2025-09-13T14:00:00Z",2,1,4,FALSE,66,0,0,0,2,0,0,0,0,0,0,0,7,1.8,2.9,8,1.3,0,2,2,4,1,0.09,0.02,0.11,1.2,63,-42555,252393,17351,59906,178,"Danny","Welbeck","Welbeck",6,4,"50175.jpg","Brighton","BHA",3,"1.45","Bournemouth","BOU",3,1160,1150,1110,1100,1210,1200,"ST",1,2,"Welbeck (BHA)","Danny Welbeck",0,57,1,0,0.52,0.09,0.61,1.16333333333333,1,1.33333333333333,10.3333333333333,6.83333333333333,0.866666666666667,1.73333333333333,0.62,1.792
178,43,18,1,TRUE,"2025-09-20T14:00:00Z",2,2,5,FALSE,15,0,0,0,1,0,0,0,0,0,0,0,3,1.2,1,9,1.1,0,0,0,0,0,0.04,0.06,0.1,0.07,63,-19008,239550,15988,34996,178,"Danny","Welbeck","Welbeck",6,4,"50175.jpg","Brighton","BHA",3,"1.22","Spurs","TOT",3,1150,1175,1090,1150,1210,1200,"ST",2,2,"Welbeck (BHA)","Danny Welbeck",0,59.25,1.25,1.75,0.4125,0.0725,0.485,1.1725,1,1.5,9.75,5.85,1.1,1.625,1.32,1.704
178,53,7,11,FALSE,"2025-09-27T14:00:00Z",1,3,6,FALSE,23,2,0,0,0,0,0,0,1,0,0,3,49,65.2,0.1,54,11.9,2,0,0,2,0,0.75,0,0.75,0.43,63,-29051,213413,9514,38565,178,"Danny","Welbeck","Welbeck",6,4,"50175.jpg","Brighton","BHA",3,"1.81","Chelsea","CHE",3,1160,1180,1110,1140,1210,1220,"ST",3,1,"Welbeck (BHA)","Danny Welbeck",0,50.4,1.2,2,0.338,0.07,0.408,0.952,1.2,1.6,9.6,4.88,1.12,1.52,2.28,1.632
178,70,20,1,FALSE,"2025-10-05T13:00:00Z",1,1,7,FALSE,90,0,0,0,1,0,0,0,1,0,0,0,-3,0,13.4,4,1.7,2,1,0,3,1,0,0.02,0.02,0.56,63,63558,290829,82321,18763,178,"Danny","Welbeck","Welbeck",6,4,"50175.jpg","Brighton","BHA",3,"0.56","Wolves","WOL",3,1160,1070,1110,1050,1210,1090,"ST",1,1,"Welbeck (BHA)","Danny Welbeck",0,50.8,3.2,11.2,0.488,0.07,0.558,0.99,1.6,1.6,20,4.78,13.72,3.8,1.18,1.79
178,71,15,13,TRUE,"2025-10-18T14:00:00Z",2,1,8,FALSE,89,2,0,0,1,0,0,0,0,0,0,3,69,77.2,33.1,28,13.8,0,2,2,4,1,0.58,0.07,0.65,1.37,63,2488,293861,40905,38417,178,"Danny","Welbeck","Welbeck",6,4,"50175.jpg","Brighton","BHA",3,"1.45","Newcastle","NEW",3,1150,1220,1090,1180,1210,1260,"ST",2,1,"Welbeck (BHA)","Danny Welbeck",0,50.8,3.4,12.4,0.176,0.054,0.23,0.782,1.8,1.4,15.4,6.78,13.72,3.58,0.92,1.54
178,88,14,6,FALSE,"2025-10-25T16:30:00Z",4,2,9,FALSE,90,1,0,0,4,0,0,0,0,0,0,0,32,40.2,27.1,28,9.5,0,2,0,2,1,0.21,0.03,0.24,1.29,63,159336,466429,179218,19882,178,"Danny","Welbeck","Welbeck",6,4,"50175.jpg","Brighton","BHA",3,"1.29","Man Utd","MUN",3,1160,1135,1110,1100,1210,1170,"ST",2,4,"Welbeck (BHA)","Danny Welbeck",0,56.6,5.6,25,0.292,0.034,0.326,0.726,1.8,1.4,20.6,10.1,29.08,5.96,1.12,1.264
178,91,11,6,TRUE,"2025-11-01T15:00:00Z",3,0,10,FALSE,81,1,0,1,0,0,0,0,0,0,0,0,34,33,12.8,24,7,1,3,0,4,1,0.92,0.02,0.94,0.28,64,438395,949902,460285,21890,178,"Danny","Welbeck","Welbeck",6,4,"50175.jpg","Brighton","BHA",3,"0.50","Leeds","LEE",3,1150,1145,1090,1100,1210,1190,"ST",3,0,"Welbeck (BHA)","Danny Welbeck",0,61.4,6.4,30,0.316,0.036,0.352,0.744,2,1.8,24.6,14.94,36.76,7.6,3.07,1.364
178,104,8,2,FALSE,"2025-11-09T14:00:00Z",0,0,11,FALSE,84,0,0,1,0,0,0,0,0,0,0,0,5,5.2,3.2,4,1.2,4,1,1,6,1,0,0.04,0.04,0.58,65,173299,1094686,233334,60035,178,"Danny","Welbeck","Welbeck",6,4,"50175.jpg","Brighton","BHA",3,"0.74","Crystal Palace","CRY",3,1160,1165,1110,1150,1210,1180,"ST",0,0,"Welbeck (BHA)","Danny Welbeck",0.2,74.6,7.4,36.2,0.492,0.028,0.52,0.786,2.2,1.4,27.6,17.3,43.12,8.78,0.38,1.714
178,113,5,8,TRUE,"2025-11-22T15:00:00Z",2,1,12,FALSE,90,1,0,0,1,0,0,0,0,0,0,2,29,30.8,6.4,34,7.1,1,2,1,4,1,0.74,0.02,0.76,1.91,65,77973,1183078,145392,67419,178,"Danny","Welbeck","Welbeck",6,4,"50175.jpg","Brighton","BHA",3,"1.91","Brentford","BRE",3,1150,1175,1090,1110,1210,1240,"ST",2,1,"Welbeck (BHA)","Danny Welbeck",0.4,86.8,5.6,27.4,0.342,0.036,0.378,0.816,1.6,1.2,17.6,17.92,31.12,6.64,1.22,1.334
178,127,16,2,FALSE,"2025-11-30T14:05:00Z",0,2,13,FALSE,64,0,0,1,0,0,0,0,0,0,0,0,9,7.6,3.4,13,2.4,3,2,2,7,1,0.07,0.01,0.08,0.49,66,177645,1367284,225469,47824,178,"Danny","Welbeck","Welbeck",6,4,"50175.jpg","Brighton","BHA",3,"0.71","Nott'm Forest","NFO",3,1160,1100,1110,1100,1210,1100,"ST",2,0,"Welbeck (BHA)","Danny Welbeck",0.4,86.8,7,33.8,0.49,0.036,0.526,1.086,1.8,1.2,23.6,16.52,37.28,7.72,1.53,1.342
178,133,2,1,TRUE,"2025-12-03T19:30:00Z",3,4,14,FALSE,23,0,0,0,1,0,0,0,0,0,0,0,-1,0,0.7,25,2.5,0,1,0,1,0,0.52,0,0.52,0.6,66,-1424,1360716,67167,68591,178,"Danny","Welbeck","Welbeck",6,4,"50175.jpg","Brighton","BHA",3,"2.41","Aston Villa","AVL",3,1150,1185,1090,1170,1210,1200,"ST",3,4,"Welbeck (BHA)","Danny Welbeck",0.6,81.8,4.8,21.8,0.388,0.024,0.412,0.91,1.8,1,20.6,10.58,23.36,5.44,2.21,1.464
178,143,19,2,TRUE,"2025-12-07T14:00:00Z",1,1,15,FALSE,90,0,0,0,1,0,0,0,0,0,0,0,4,0.6,11.6,25,3.7,1,2,0,3,1,0.07,0.02,0.09,1.14,66,16030,1419543,104233,88203,178,"Danny","Welbeck","Welbeck",6,4,"50175.jpg","Brighton","BHA",3,"1.14","West Ham","WHU",3,1150,1075,1090,1050,1210,1100,"ST",1,1,"Welbeck (BHA)","Danny Welbeck",0.6,68.4,3.8,15.2,0.45,0.018,0.468,0.772,2,1,20,5.3,15.32,4.04,1.87,1.682
178,156,12,1,FALSE,"2025-12-13T15:00:00Z",2,0,16,FALSE,8,0,0,0,0,0,0,0,0,0,0,0,3,0.2,1.5,0,0.2,0,0,0,0,0,0,0.01,0.01,0.33,65,-307117,1054434,90092,397209,178,"Danny","Welbeck","Welbeck",6,4,"50175.jpg","Brighton","BHA",3,"1.89","Liverpool","LIV",4,1160,1230,1110,1170,1210,1290,"ST",0,2,"Welbeck (BHA)","Danny Welbeck",0.4,70.2,3,9.2,0.28,0.018,0.298,0.944,1.6,1.2,20.2,5.06,8.84,3.38,1.91,1.442
178,163,17,0,TRUE,"2025-12-20T15:00:00Z",0,0,17,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,-188504,884226,49664,238168,178,"Danny","Welbeck","Welbeck",6,4,"50175.jpg","Brighton","BHA",3,"1.38","Sunderland","SUN",3,1150,1145,1090,1120,1210,1170,"ST",0,0,"Welbeck (BHA)","Danny Welbeck",0.2,55,2.8,8.8,0.28,0.012,0.292,0.894,1.6,1.6,19.4,4.72,7.84,3.18,1.13,1.748
178,171,1,1,FALSE,"2025-12-27T15:00:00Z",2,1,18,FALSE,15,0,0,0,0,0,0,0,0,0,0,0,3,2.2,0.3,0,0.3,0,1,1,2,0,0,0,0,0.77,64,-273897,592997,2593,276490,178,"Danny","Welbeck","Welbeck",6,4,"50175.jpg","Brighton","BHA",3,"3.08","Arsenal","ARS",5,1160,1300,1110,1340,1210,1260,"ST",1,2,"Welbeck (BHA)","Danny Welbeck",0.2,37,1.2,3,0.132,0.008,0.14,0.512,1.2,1.4,12.6,3.44,1.68,1.76,0.85,1.73
178,190,19,3,FALSE,"2025-12-30T19:30:00Z",2,2,19,FALSE,82,1,0,0,2,0,0,1,1,0,0,0,6,32,15.3,25,7.2,2,2,0,4,1,1.6,0.04,1.64,1.94,63,-43364,585493,19997,63361,178,"Danny","Welbeck","Welbeck",6,4,"50175.jpg","Brighton","BHA",3,"2.06","West Ham","WHU",3,1160,1075,1110,1050,1210,1100,"ST",2,2,"Welbeck (BHA)","Danny Welbeck",0,27.2,1,1.8,0.118,0.006,0.124,0.568,1,1.8,10,2.82,0.6,1.34,2.94,1.594
178,193,3,1,TRUE,"2026-01-03T15:00:00Z",2,0,20,FALSE,19,0,0,0,0,0,0,0,0,0,0,0,3,0.6,0.7,2,0.3,0,1,0,1,0,0,0,0,0.04,63,41873,642382,73124,31251,178,"Danny","Welbeck","Welbeck",6,4,"50175.jpg","Brighton","BHA",3,"0.30","Burnley","BUR",3,1150,1095,1090,1090,1210,1100,"ST",2,0,"Welbeck (BHA)","Danny Welbeck",0,39,1.4,3.2,0.334,0.014,0.348,0.836,0.8,1.4,10,5.74,7,2.28,1.45,1.74
178,208,13,1,FALSE,"2026-01-07T19:30:00Z",1,1,21,FALSE,13,0,0,0,0,0,0,0,0,0,0,0,2,0,0.3,2,0.1,0,0,0,0,0,0,0.01,0.01,0.97,63,-81006,550715,6502,87508,178,"Danny","Welbeck","Welbeck",6,4,"50175.jpg","Brighton","BHA",3,"2.55","Man City","MCI",4,1160,1250,1110,1210,1210,1290,"ST",1,1,"Welbeck (BHA)","Danny Welbeck",0,24.8,1.2,3,0.32,0.01,0.33,0.616,1,1.2,5.4,3.56,7,1.6,1.16,1.656
178,212,4,1,TRUE,"2026-01-19T20:00:00Z",1,1,22,FALSE,76,0,0,0,1,0,0,0,1,0,0,0,2,2.6,15.5,14,3.2,2,1,0,3,1,0,0.05,0.05,1.33,62,-32426,524248,27416,59842,178,"Danny","Welbeck","Welbeck",6,4,"50175.jpg","Brighton","BHA",3,"1.33","Bournemouth","BOU",3,1150,1220,1090,1240,1210,1200,"ST",1,1,"Welbeck (BHA)","Danny Welbeck",0,25.8,1.2,2.8,0.32,0.01,0.33,0.744,1.2,1,5.8,3.32,6.96,1.58,1.06,1.506
178,227,10,2,FALSE,"2026-01-24T15:00:00Z",2,1,23,FALSE,87,0,0,0,1,0,0,0,0,0,0,0,5,5.8,4.5,24,3.4,0,1,2,3,1,0.61,0.01,0.62,1.02,62,-797,525645,27985,28782,178,"Danny","Welbeck","Welbeck",6,4,"50175.jpg","Brighton","BHA",3,"1.05","Fulham","FUL",3,1160,1090,1110,1080,1210,1100,"ST",1,2,"Welbeck (BHA)","Danny Welbeck",0,41,1.4,3.2,0.32,0.02,0.34,1.01,1.4,1.2,8.6,6.42,7.48,2.22,1.68,1.492
179,3,10,0,TRUE,"2025-08-16T14:00:00Z",1,1,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,2506,0,0,179,"Evan","Ferguson","Ferguson",6,4,"487117.jpg","Brighton","BHA",3,"0.76","Fulham","FUL",3,1150,1130,1090,1140,1210,1120,"ST",1,1,"Ferguson (BHA)","Evan Ferguson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.49,1.658
179,16,9,0,FALSE,"2025-08-24T13:00:00Z",2,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,-796,1686,0,796,179,"Evan","Ferguson","Ferguson",6,4,"487117.jpg","Brighton","BHA",3,"1.60","Everton","EVE",3,1160,1100,1110,1110,1210,1090,"ST",0,2,"Ferguson (BHA)","Evan Ferguson",0,0,0,0,0,0,0,0,1,1,0,0,0,0,2.43,1.368
179,22,13,0,TRUE,"2025-08-31T13:00:00Z",2,1,3,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,-362,1349,0,362,179,"Evan","Ferguson","Ferguson",6,4,"487117.jpg","Brighton","BHA",3,"1.82","Man City","MCI",4,1150,1305,1090,1230,1210,1380,"ST",2,1,"Ferguson (BHA)","Evan Ferguson",0,0,0,0,0,0,0,0,0.5,1.5,0,0,0,0,2.3,1.564
179,32,4,0,FALSE,"2025-09-13T14:00:00Z",2,1,4,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,-155,1205,0,155,179,"Evan","Ferguson","Ferguson",6,4,"487117.jpg","Brighton","BHA",3,"1.45","Bournemouth","BOU",3,1160,1150,1110,1100,1210,1200,"ST",1,2,"Ferguson (BHA)","Evan Ferguson",0,0,0,0,0,0,0,0,1,1.33333333333333,0,0,0,0,0.62,1.792
179,43,18,0,TRUE,"2025-09-20T14:00:00Z",2,2,5,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,-61,1149,0,61,179,"Evan","Ferguson","Ferguson",6,4,"487117.jpg","Brighton","BHA",3,"1.22","Spurs","TOT",3,1150,1175,1090,1150,1210,1200,"ST",2,2,"Ferguson (BHA)","Evan Ferguson",0,0,0,0,0,0,0,0,1,1.5,0,0,0,0,1.32,1.704
179,53,7,0,FALSE,"2025-09-27T14:00:00Z",1,3,6,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,-47,1103,0,47,179,"Evan","Ferguson","Ferguson",6,4,"487117.jpg","Brighton","BHA",3,"1.81","Chelsea","CHE",3,1160,1180,1110,1140,1210,1220,"ST",3,1,"Ferguson (BHA)","Evan Ferguson",0,0,0,0,0,0,0,0,1.2,1.6,0,0,0,0,2.28,1.632
179,70,20,0,FALSE,"2025-10-05T13:00:00Z",1,1,7,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,-38,1064,0,38,179,"Evan","Ferguson","Ferguson",6,4,"487117.jpg","Brighton","BHA",3,"0.56","Wolves","WOL",3,1160,1070,1110,1050,1210,1090,"ST",1,1,"Ferguson (BHA)","Evan Ferguson",0,0,0,0,0,0,0,0,1.6,1.6,0,0,0,0,1.18,1.79
