"","website_short_name","team_name","position","price","total_points","gameweek","minutes_played","goals_scored","assists","clean_sheets","goals_conceded","own_goals","penalties_saved","penalties_missed","yellow_cards","red_cards","saves","bonus_points_allocated","bps","influence","creativity","threat","ict_index","clearances_blocks_interceptions","recoveries","tackles","defensive_contribution","expected_goals","expected_assists","expected_goal_involvements","expected_goals_conceded","transfers_balance","selected","transfers_in","transfers_out","first_name","second_name","team_strength","total_xg_conceded","opposition_team","opposition_fixture_difficulty","team_elo","opposition_elo","team_attack_elo","opposition_attack_elo","team_defence_elo","opposition_defence_elo","was_home"
"3847","Lewis-Potter","Brentford","DEF","£5",1,5,65,0,0,0,3,0,0,0,0,0,0,0,-4,0.8,4.3,2,0.7,0,2,0,0,0,0.01,0.01,1.01,-1173,49105,2090,3263,"Keane","Lewis-Potter",3,1.01,"Fulham",3,1175,1090,1110,1080,1240,1100,FALSE
"3848","Lewis-Potter","Brentford","DEF","£5",1,6,15,0,0,0,0,0,0,0,0,0,0,0,7,5.2,0.3,0,0.6,2,0,1,3,0,0,0,1.06,-2644,46742,1578,4222,"Keane","Lewis-Potter",3,2.08,"Man Utd",3,1135,1205,1100,1150,1170,1260,TRUE
"3849","Lewis-Potter","Brentford","DEF","£5",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3415,43823,887,4302,"Keane","Lewis-Potter",3,0.83,"Man City",4,1135,1305,1100,1230,1170,1380,TRUE
"3850","Lewis-Potter","Brentford","DEF","£5",4,8,14,0,1,0,0,0,0,0,0,0,0,0,12,17,10.3,1,2.8,1,0,0,1,0.04,0.08,0.12,0.04,-1936,42753,1519,3455,"Keane","Lewis-Potter",3,0.33,"West Ham",3,1175,1075,1110,1050,1240,1100,FALSE
"3851","Lewis-Potter","Brentford","DEF","£4.9",0,9,11,0,0,0,1,0,0,0,1,0,0,0,3,9.2,28,6,4.3,2,0,0,2,0,0.2,0.2,0.53,-1791,41117,638,2429,"Keane","Lewis-Potter",3,2.3,"Liverpool",4,1135,1265,1100,1210,1170,1320,TRUE
"3852","Lewis-Potter","Brentford","DEF","£4.9",1,10,23,0,0,0,0,0,0,0,0,0,0,0,5,3.2,11.8,2,1.7,0,3,0,0,0,0.03,0.03,0.04,-1790,39653,875,2665,"Keane","Lewis-Potter",3,0.7,"Crystal Palace",3,1175,1165,1110,1150,1240,1180,FALSE
"3853","Lewis-Potter","Brentford","DEF","£4.9",0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1748,38096,339,2087,"Keane","Lewis-Potter",3,0.42,"Newcastle",3,1135,1220,1100,1180,1170,1260,TRUE
"3854","Lewis-Potter","Brentford","DEF","£4.9",0,12,25,0,0,0,2,0,0,0,0,0,0,0,-2,10.2,0,9,1.9,2,2,2,4,0.02,0,0.02,0.72,-1064,37402,522,1586,"Keane","Lewis-Potter",3,1.22,"Brighton",3,1175,1150,1110,1090,1240,1210,FALSE
"3855","Lewis-Potter","Brentford","DEF","£4.8",1,13,1,0,0,0,0,0,0,0,0,0,0,0,2,0.2,0,0,0,0,0,0,0,0,0,0,0,-405,37576,894,1299,"Keane","Lewis-Potter",3,0.95,"Burnley",3,1135,1095,1100,1090,1170,1100,TRUE
"3856","Lewis-Potter","Brentford","DEF","£4.8",1,14,16,0,0,0,1,0,0,0,0,0,0,0,-2,0,0.5,4,0.3,0,0,0,0,0.05,0.01,0.06,0.7,-724,36574,403,1127,"Keane","Lewis-Potter",3,1.77,"Arsenal",5,1175,1300,1110,1340,1240,1260,FALSE
"3857","Lewis-Potter","Brentford","DEF","£4.8",1,15,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.03,-677,36115,512,1189,"Keane","Lewis-Potter",3,2.18,"Spurs",3,1175,1165,1110,1130,1240,1200,FALSE
"3858","Lewis-Potter","Brentford","DEF","£4.8",6,16,60,0,0,1,0,0,0,0,0,0,0,0,21,6.2,8.4,19,3.4,1,0,0,1,0.21,0.03,0.24,0.72,2791,41039,4772,1981,"Keane","Lewis-Potter",3,1.52,"Leeds",3,1135,1145,1100,1100,1170,1190,TRUE
"3859","Lewis-Potter","Brentford","DEF","£4.8",21,17,90,2,0,1,0,0,0,0,0,0,0,3,54,76.4,12.3,61,15,2,2,1,3,0.48,0.28,0.76,1.27,5060,46549,6225,1165,"Keane","Lewis-Potter",3,1.27,"Wolves",3,1175,1070,1110,1050,1240,1090,FALSE
"3860","Lewis-Potter","Brentford","DEF","£4.8",2,18,88,0,0,0,1,0,0,0,0,0,0,0,3,9.2,22.7,8,4,0,2,1,1,0,0.02,0.02,2.64,146979,251338,151982,5003,"Keane","Lewis-Potter",3,2.72,"Bournemouth",3,1135,1220,1100,1240,1170,1200,TRUE
"3861","Lewis-Potter","Brentford","DEF","£4.9",6,19,90,0,0,1,0,0,0,0,0,0,0,0,23,4,2.8,13,2,1,9,1,2,0.28,0.02,0.3,1.01,58082,283451,74020,15938,"Keane","Lewis-Potter",3,1.01,"Spurs",3,1135,1175,1100,1150,1170,1200,TRUE
"3862","Lewis-Potter","Brentford","DEF","£4.9",0,20,26,0,0,0,2,0,0,0,0,0,0,0,-6,2.2,10.8,2,1.5,0,0,0,0,0,0.07,0.07,0.3,41856,296078,59592,17736,"Keane","Lewis-Potter",3,0.85,"Everton",3,1175,1100,1110,1110,1240,1090,FALSE
"3863","Lewis-Potter","Brentford","DEF","£4.9",6,21,60,0,0,1,0,0,0,0,0,0,0,0,19,1.4,16.1,5,2.3,0,2,0,0,0.07,0.13,0.2,1.43,5722,300858,36418,30696,"Keane","Lewis-Potter",3,1.72,"Sunderland",3,1135,1145,1100,1120,1170,1170,TRUE
"3864","Lewis-Potter","Brentford","DEF","£4.9",1,22,8,0,0,0,0,0,0,0,0,0,0,0,2,0.2,0.8,7,0.8,0,1,0,0,0.05,0.02,0.07,0,9480,310716,35829,26349,"Keane","Lewis-Potter",3,1.59,"Chelsea",3,1175,1180,1110,1140,1240,1220,FALSE
"3865","Lewis-Potter","Brentford","DEF","£4.9",1,23,9,0,0,0,0,0,0,0,0,0,0,0,2,1,0.5,0,0.2,1,0,0,1,0,0,0,0,-16041,295276,10698,26739,"Keane","Lewis-Potter",3,0.78,"Nott'm Forest",3,1135,1130,1100,1110,1170,1150,TRUE
"3866","Ajer","Brentford","DEF","£4.5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17903,0,0,"Kristoffer","Ajer",3,1.86,"Nott'm Forest",3,1175,1100,1110,1100,1240,1100,FALSE
"3867","Ajer","Brentford","DEF","£4.5",1,2,5,0,0,0,0,0,0,0,0,0,0,0,3,1.4,0.1,0,0.2,1,0,0,1,0,0,0,0.1,-1532,19562,953,2485,"Kristoffer","Ajer",3,1.19,"Aston Villa",3,1135,1185,1100,1170,1170,1200,TRUE
"3868","Ajer","Brentford","DEF","£4.5",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-833,20070,1373,2206,"Kristoffer","Ajer",3,1.54,"Sunderland",3,1175,1100,1110,1100,1240,1100,FALSE
"3869","Ajer","Brentford","DEF","£4.5",4,4,7,0,1,0,1,0,0,0,0,0,0,0,13,20.2,10.3,19,5,0,0,0,0,0.04,0.41,0.45,0.16,-2114,18281,379,2493,"Kristoffer","Ajer",3,1.25,"Chelsea",3,1135,1190,1100,1160,1170,1220,TRUE
"3870","Ajer","Brentford","DEF","£4.4",1,5,16,0,0,0,0,0,0,0,0,0,0,0,4,3.2,0.3,4,0.8,1,1,1,2,0.05,0,0.05,0,365,19216,1407,1042,"Kristoffer","Ajer",3,1.01,"Fulham",3,1175,1090,1110,1080,1240,1100,FALSE
"3871","Ajer","Brentford","DEF","£4.4",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-259,19175,990,1249,"Kristoffer","Ajer",3,2.08,"Man Utd",3,1135,1205,1100,1150,1170,1260,TRUE
"3872","Ajer","Brentford","DEF","£4.4",2,7,90,0,0,0,1,0,0,0,0,0,0,0,7,14.2,0.7,0,1.5,4,1,3,7,0,0,0,0.83,-730,18586,609,1339,"Kristoffer","Ajer",3,0.83,"Man City",4,1135,1305,1100,1230,1170,1380,TRUE
"3873","Ajer","Brentford","DEF","£4.4",6,8,90,0,0,1,0,0,0,0,0,0,0,0,26,16.2,1.2,17,3.4,4,4,4,8,0.16,0.02,0.18,0.33,-148,18851,781,929,"Kristoffer","Ajer",3,0.33,"West Ham",3,1175,1075,1110,1050,1240,1100,FALSE
"3874","Ajer","Brentford","DEF","£4.4",4,9,90,0,1,0,2,0,0,0,0,0,0,0,12,8,0.8,14,2.3,5,1,2,7,0.06,0.05,0.11,1.92,-78,18935,688,766,"Kristoffer","Ajer",3,2.3,"Liverpool",4,1135,1265,1100,1210,1170,1320,TRUE
"3875","Ajer","Brentford","DEF","£4.4",1,10,90,0,0,0,2,0,0,0,0,0,0,0,2,19.6,1.4,37,5.8,6,0,3,9,0.12,0.02,0.14,0.7,907,20215,1587,680,"Kristoffer","Ajer",3,0.7,"Crystal Palace",3,1175,1165,1110,1150,1240,1180,FALSE
"3876","Ajer","Brentford","DEF","£4.4",0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-280,20090,579,859,"Kristoffer","Ajer",3,0.42,"Newcastle",3,1135,1220,1100,1180,1170,1260,TRUE
"3877","Ajer","Brentford","DEF","£4.4",4,12,79,0,0,0,1,0,0,0,0,0,0,0,5,15.2,0.3,2,1.8,8,5,2,10,0,0.01,0.01,1.06,-508,19726,485,993,"Kristoffer","Ajer",3,1.22,"Brighton",3,1175,1150,1110,1090,1240,1210,FALSE
"3878","Ajer","Brentford","DEF","£4.4",0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,891,21943,1393,502,"Kristoffer","Ajer",3,0.95,"Burnley",3,1135,1095,1100,1090,1170,1100,TRUE
"3879","Ajer","Brentford","DEF","£4.4",1,14,90,0,0,0,2,0,0,0,0,0,0,0,-3,7.6,0.4,4,1.2,5,2,1,6,0,0.01,0.01,1.77,-769,20010,201,970,"Kristoffer","Ajer",3,1.77,"Arsenal",5,1175,1300,1110,1340,1240,1260,FALSE
"3880","Ajer","Brentford","DEF","£4.4",-1,15,45,0,0,0,2,0,0,0,1,0,0,0,-7,2.8,0.6,2,0.5,1,1,2,3,0,0,0,1.38,-316,19832,449,765,"Kristoffer","Ajer",3,2.18,"Spurs",3,1175,1165,1110,1130,1240,1200,FALSE
"3881","Ajer","Brentford","DEF","£4.4",1,16,9,0,0,0,1,0,0,0,0,0,0,0,1,6.2,10.2,2,1.8,2,0,0,2,0,0,0,0.46,107,20230,1451,1344,"Kristoffer","Ajer",3,1.52,"Leeds",3,1135,1145,1100,1100,1170,1190,TRUE
"3882","Ajer","Brentford","DEF","£4.4",0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,20489,913,772,"Kristoffer","Ajer",3,1.27,"Wolves",3,1175,1070,1110,1050,1240,1090,FALSE
"3883","Ajer","Brentford","DEF","£4.4",4,18,90,0,0,0,1,0,0,0,0,0,0,0,12,39.6,0.8,11,5.1,21,3,0,21,0.21,0.01,0.22,2.72,-590,19846,468,1058,"Kristoffer","Ajer",3,2.72,"Bournemouth",3,1135,1220,1100,1240,1170,1200,TRUE
"3884","Ajer","Brentford","DEF","£4.4",9,19,90,0,0,1,0,0,0,0,0,0,0,1,29,37.6,1.1,0,3.9,13,4,1,14,0,0.01,0.01,1.01,-30,20122,527,557,"Kristoffer","Ajer",3,1.01,"Spurs",3,1135,1175,1100,1150,1170,1200,TRUE
"3885","Ajer","Brentford","DEF","£4.4",3,20,90,0,0,0,2,0,0,0,0,0,0,0,8,20.8,0.3,0,2.1,10,4,1,11,0,0,0,0.85,583,20731,1018,435,"Kristoffer","Ajer",3,0.85,"Everton",3,1175,1100,1110,1110,1240,1090,FALSE
"3886","Ajer","Brentford","DEF","£4.4",6,21,90,0,0,1,0,0,0,0,0,0,0,0,19,9.4,0.3,2,1.2,6,0,2,8,0,0,0,1.72,1723,22669,2302,579,"Kristoffer","Ajer",3,1.72,"Sunderland",3,1135,1145,1100,1120,1170,1170,TRUE
"3887","Ajer","Brentford","DEF","£4.4",1,22,90,0,0,0,2,0,0,0,0,0,0,0,8,18,0.9,4,2.3,7,6,2,9,0,0.03,0.03,1.59,1070,23760,2377,1307,"Kristoffer","Ajer",3,1.59,"Chelsea",3,1175,1180,1110,1140,1240,1220,FALSE
"3888","Ajer","Brentford","DEF","£4.4",1,23,36,0,0,0,1,0,0,0,0,0,0,0,-1,4.4,0.3,4,0.9,1,0,0,1,0,0,0,0.3,1120,25099,2190,1070,"Kristoffer","Ajer",3,0.78,"Nott'm Forest",3,1135,1130,1100,1110,1170,1150,TRUE
"3889","Henry","Brentford","DEF","£4.5",1,1,87,0,0,0,3,0,0,0,0,0,0,0,1,8.6,11.5,6,2.6,2,2,1,3,0,0.04,0.04,1.86,0,14663,0,0,"Rico","Henry",3,1.86,"Nott'm Forest",3,1175,1100,1110,1100,1240,1100,FALSE
"3890","Henry","Brentford","DEF","£4.5",1,2,6,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0.2,1,0,0,1,0,0,0,0.1,-218,17502,1320,1538,"Rico","Henry",3,1.19,"Aston Villa",3,1135,1185,1100,1170,1170,1200,TRUE
"3891","Henry","Brentford","DEF","£4.5",-1,3,18,0,0,0,2,0,0,0,1,0,0,0,-8,0,0.3,2,0.1,1,2,1,2,0.03,0.02,0.05,1.06,-1190,17423,893,2083,"Rico","Henry",3,1.54,"Sunderland",3,1175,1100,1110,1100,1240,1100,FALSE
"3892","Henry","Brentford","DEF","£4.5",1,4,18,0,0,0,1,0,0,0,0,0,0,0,2,0,0.1,4,0.3,0,1,1,1,0.1,0,0.1,0.49,-2131,15660,284,2415,"Rico","Henry",3,1.25,"Chelsea",3,1135,1190,1100,1160,1170,1220,TRUE
"3893","Henry","Brentford","DEF","£4.5",1,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.2,0,0.1,1,4,0,1,0,0,0,0,-612,15527,525,1137,"Rico","Henry",3,1.01,"Fulham",3,1175,1090,1110,1080,1240,1100,FALSE
"3894","Henry","Brentford","DEF","£4.4",1,6,15,0,0,0,0,0,0,0,0,0,0,0,6,5.4,0.3,0,0.6,1,1,1,2,0,0,0,1.06,-765,14973,364,1129,"Rico","Henry",3,2.08,"Man Utd",3,1135,1205,1100,1150,1170,1260,TRUE
"3895","Henry","Brentford","DEF","£4.4",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-608,14551,277,885,"Rico","Henry",3,0.83,"Man City",4,1135,1305,1100,1230,1170,1380,TRUE
"3896","Henry","Brentford","DEF","£4.4",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-521,14365,285,806,"Rico","Henry",3,0.33,"West Ham",3,1175,1075,1110,1050,1240,1100,FALSE
"3897","Henry","Brentford","DEF","£4.4",1,9,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.38,-499,14015,132,631,"Rico","Henry",3,2.3,"Liverpool",4,1135,1265,1100,1210,1170,1320,TRUE
"3898","Henry","Brentford","DEF","£4.4",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-387,13824,157,544,"Rico","Henry",3,0.7,"Crystal Palace",3,1175,1165,1110,1150,1240,1180,FALSE
"3899","Henry","Brentford","DEF","£4.3",1,11,20,0,0,0,0,0,0,0,0,0,0,0,4,2.6,2.1,2,0.7,1,1,0,1,0,0,0,0.04,-450,13531,109,559,"Rico","Henry",3,0.42,"Newcastle",3,1135,1220,1100,1180,1170,1260,TRUE
"3900","Henry","Brentford","DEF","£4.3",0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122,13653,273,395,"Rico","Henry",3,1.22,"Brighton",3,1175,1150,1110,1090,1240,1210,FALSE
"3901","Henry","Brentford","DEF","£4.3",1,13,16,0,0,0,1,0,0,0,0,0,0,0,-1,1,0.6,2,0.4,1,0,0,1,0,0,0,0.8,-148,13653,223,371,"Rico","Henry",3,0.95,"Burnley",3,1135,1095,1100,1090,1170,1100,TRUE
"3902","Henry","Brentford","DEF","£4.3",2,14,73,0,0,0,1,0,0,0,0,0,0,0,5,5.8,0.8,0,0.7,1,6,1,2,0,0,0,1.07,-131,13563,142,273,"Rico","Henry",3,1.77,"Arsenal",5,1175,1300,1110,1340,1240,1260,FALSE
"3903","Henry","Brentford","DEF","£4.3",1,15,45,0,0,0,0,0,0,0,0,0,0,0,4,2.8,1.9,1,0.6,3,5,1,4,0.01,0.04,0.05,0.8,128,13843,427,299,"Rico","Henry",3,2.18,"Spurs",3,1175,1165,1110,1130,1240,1200,FALSE
"3904","Henry","Brentford","DEF","£4.3",4,16,29,0,1,0,1,0,0,0,0,0,0,0,8,1.2,0.2,2,0.3,1,1,0,1,0,0,0,0.79,556,14660,1088,532,"Rico","Henry",3,1.52,"Leeds",3,1135,1145,1100,1100,1170,1190,TRUE
"3905","Henry","Brentford","DEF","£4.3",5,17,90,0,0,1,0,0,0,0,1,0,0,0,20,20.6,10.5,0,3.1,5,11,1,6,0,0.09,0.09,1.27,1122,16188,1539,417,"Rico","Henry",3,1.27,"Wolves",3,1175,1070,1110,1050,1240,1090,FALSE
"3906","Henry","Brentford","DEF","£4.3",2,18,76,0,0,0,1,0,0,0,0,0,0,0,-4,1.8,0.5,2,0.4,4,0,0,4,0,0.02,0.02,2.47,953,17312,1408,455,"Rico","Henry",3,2.72,"Bournemouth",3,1135,1220,1100,1240,1170,1200,TRUE
"3907","Henry","Brentford","DEF","£4.3",6,19,90,0,0,1,0,0,0,0,0,0,0,0,19,4.6,2.2,1,0.8,2,4,1,3,0.03,0,0.03,1.01,173,17473,783,610,"Rico","Henry",3,1.01,"Spurs",3,1135,1175,1100,1150,1170,1200,TRUE
"3908","Henry","Brentford","DEF","£4.3",1,20,14,0,0,0,1,0,0,0,0,0,0,0,-1,2.2,0,0,0.2,1,1,0,1,0,0,0,0.25,730,18028,1149,419,"Rico","Henry",3,0.85,"Everton",3,1175,1100,1110,1110,1240,1090,FALSE
"3909","Henry","Brentford","DEF","£4.3",6,21,90,0,0,1,0,0,0,0,0,0,0,0,25,9,1.8,0,1.1,3,6,0,3,0,0.02,0.02,1.72,625,18771,1245,620,"Rico","Henry",3,1.72,"Sunderland",3,1135,1145,1100,1120,1170,1170,TRUE
"3910","Henry","Brentford","DEF","£4.3",1,22,81,0,0,0,2,0,0,0,0,0,0,0,0,5.4,1.7,2,0.9,1,3,2,3,0,0.02,0.02,1.59,1479,20414,2259,780,"Rico","Henry",3,1.59,"Chelsea",3,1175,1180,1110,1140,1240,1220,FALSE
"3911","Henry","Brentford","DEF","£4.3",2,23,66,0,0,0,1,0,0,0,0,0,0,0,13,16.6,3.9,0,2.1,6,3,2,8,0,0.16,0.16,0.39,265,20686,863,598,"Rico","Henry",3,0.78,"Nott'm Forest",3,1135,1130,1100,1110,1170,1150,TRUE
"3912","Kayode","Brentford","DEF","£4.5",1,1,90,0,0,0,3,0,0,0,0,0,0,0,3,17.8,20.5,0,3.8,4,2,2,6,0,0.08,0.08,1.86,0,17414,0,0,"Michael","Kayode",3,1.86,"Nott'm Forest",3,1175,1100,1110,1100,1240,1100,FALSE
"3913","Kayode","Brentford","DEF","£4.5",10,2,84,0,0,1,0,0,0,0,0,0,0,2,27,32.4,0.5,2,3.5,6,4,5,11,0,0.01,0.01,1.1,-577,18919,1227,1804,"Michael","Kayode",3,1.19,"Aston Villa",3,1135,1185,1100,1170,1170,1200,TRUE
"3914","Kayode","Brentford","DEF","£4.5",1,3,90,0,0,0,2,0,0,0,0,0,0,0,6,7.4,2.1,2,1.2,2,3,1,3,0,0.01,0.01,1.54,28533,62837,35051,6518,"Michael","Kayode",3,1.54,"Sunderland",3,1175,1100,1110,1100,1240,1100,FALSE
"3915","Kayode","Brentford","DEF","£4.5",2,4,82,0,0,0,1,0,0,0,0,0,0,0,10,16.8,1.4,0,1.8,8,6,0,8,0,0,0,1.1,-8767,45444,2073,10840,"Michael","Kayode",3,1.25,"Chelsea",3,1135,1190,1100,1160,1170,1220,TRUE
"3916","Kayode","Brentford","DEF","£4.5",1,5,90,0,0,0,3,0,0,0,0,0,0,0,5,13.2,22.9,2,3.8,2,5,2,4,0,0.07,0.07,1.01,-1264,45478,2360,3624,"Michael","Kayode",3,1.01,"Fulham",3,1175,1090,1110,1080,1240,1100,FALSE
"3917","Kayode","Brentford","DEF","£4.5",2,6,90,0,0,0,1,0,0,0,0,0,0,0,6,16.2,1.3,0,1.8,3,2,3,6,0,0,0,2.08,-2781,42859,1800,4581,"Michael","Kayode",3,2.08,"Man Utd",3,1135,1205,1100,1150,1170,1260,TRUE
"3918","Kayode","Brentford","DEF","£4.5",2,7,90,0,0,0,1,0,0,0,0,0,0,0,4,12.2,5.3,4,2.2,5,6,2,7,0.02,0.01,0.03,0.83,-2188,41034,1567,3755,"Michael","Kayode",3,0.83,"Man City",4,1135,1305,1100,1230,1170,1380,TRUE
"3919","Kayode","Brentford","DEF","£4.5",9,8,90,0,0,1,0,0,0,0,0,0,0,3,36,28.8,92.1,4,12.5,2,4,0,2,0,0.81,0.81,0.33,-75,41841,2518,2593,"Michael","Kayode",3,0.33,"West Ham",3,1175,1075,1110,1050,1240,1100,FALSE
"3920","Kayode","Brentford","DEF","£4.5",1,9,90,0,0,0,2,0,0,0,0,0,0,0,15,20.8,29.6,7,5.7,5,7,1,6,0.07,0.19,0.26,2.3,1840,43990,4148,2308,"Michael","Kayode",3,2.3,"Liverpool",4,1135,1265,1100,1210,1170,1320,TRUE
"3921","Kayode","Brentford","DEF","£4.5",1,10,66,0,0,0,2,0,0,0,0,0,0,0,9,12,1.4,0,1.3,4,6,2,6,0,0.04,0.04,0.65,9156,54319,12370,3214,"Michael","Kayode",3,0.7,"Crystal Palace",3,1175,1165,1110,1150,1240,1180,FALSE
"3922","Kayode","Brentford","DEF","£4.5",4,11,90,0,1,0,1,0,0,0,1,0,0,0,23,15.8,25.8,0,4.2,1,5,2,3,0,0.09,0.09,0.42,-1644,52631,3022,4666,"Michael","Kayode",3,0.42,"Newcastle",3,1135,1220,1100,1180,1170,1260,TRUE
"3923","Kayode","Brentford","DEF","£4.5",1,12,90,0,0,0,2,0,0,0,0,0,0,0,6,16,15,21,5.2,3,3,1,4,0.08,0.07,0.15,1.22,6413,60137,8798,2385,"Michael","Kayode",3,1.22,"Brighton",3,1175,1150,1110,1090,1240,1210,FALSE
"3924","Kayode","Brentford","DEF","£4.5",2,13,90,0,0,0,1,0,0,0,0,0,0,0,7,13.8,16.9,4,3.5,7,3,2,9,0,0.12,0.12,0.95,7825,92032,11071,3246,"Michael","Kayode",3,0.95,"Burnley",3,1135,1095,1100,1090,1170,1100,TRUE
"3925","Kayode","Brentford","DEF","£4.5",1,14,90,0,0,0,2,0,0,0,0,0,0,0,5,16.6,2.1,4,2.3,4,5,4,8,0,0.05,0.05,1.77,-4895,62415,1575,6470,"Michael","Kayode",3,1.77,"Arsenal",5,1175,1300,1110,1340,1240,1260,FALSE
"3926","Kayode","Brentford","DEF","£4.5",0,15,75,0,0,0,2,0,0,0,1,0,0,0,11,14.6,1.7,0,1.6,4,4,5,9,0,0,0,1.86,-194,62745,4194,4388,"Michael","Kayode",3,2.18,"Spurs",3,1175,1165,1110,1130,1240,1200,FALSE
"3927","Kayode","Brentford","DEF","£4.5",5,16,90,0,0,0,1,0,0,0,0,0,0,1,25,29,14.6,2,4.6,6,6,5,11,0,0.02,0.02,1.52,14518,80238,21048,6530,"Michael","Kayode",3,1.52,"Leeds",3,1135,1145,1100,1100,1170,1190,TRUE
"3928","Kayode","Brentford","DEF","£4.5",5,17,90,0,0,1,0,0,0,0,1,0,0,0,27,18.4,3,2,2.3,6,3,0,6,0,0.1,0.1,1.27,10453,92374,13269,2816,"Michael","Kayode",3,1.27,"Wolves",3,1175,1070,1110,1050,1240,1090,FALSE
"3929","Kayode","Brentford","DEF","£4.5",3,18,90,0,0,0,1,0,0,0,1,0,0,0,21,26.8,11,5,4.3,8,7,4,12,0.02,0,0.02,2.72,-274,86432,4280,4554,"Michael","Kayode",3,2.72,"Bournemouth",3,1135,1220,1100,1240,1170,1200,TRUE
"3930","Kayode","Brentford","DEF","£4.5",6,19,90,0,0,1,0,0,0,0,0,0,0,0,27,14.6,13.7,6,3.4,5,4,2,7,0,0.3,0.3,1.01,-1281,85347,4021,5302,"Michael","Kayode",3,1.01,"Spurs",3,1135,1175,1100,1150,1170,1200,TRUE
"3931","Kayode","Brentford","DEF","£4.5",0,20,90,0,0,0,2,0,0,0,1,0,0,0,2,5.2,2.3,2,1,3,6,0,3,0,0.03,0.03,0.85,989,88809,5291,4302,"Michael","Kayode",3,0.85,"Everton",3,1175,1100,1110,1110,1240,1090,FALSE
"3932","Kayode","Brentford","DEF","£4.5",6,21,81,0,0,1,0,0,0,0,0,0,0,0,26,13.8,16,0,3,6,4,0,6,0,0.05,0.05,1.62,2018,91106,7110,5092,"Michael","Kayode",3,1.72,"Sunderland",3,1135,1145,1100,1120,1170,1170,TRUE
"3933","Kayode","Brentford","DEF","£4.5",1,22,90,0,0,0,2,0,0,0,0,0,0,0,6,13.4,26.9,4,4.4,2,1,1,3,0,0.11,0.11,1.59,729,91808,7435,6706,"Michael","Kayode",3,1.59,"Chelsea",3,1175,1180,1110,1140,1240,1220,FALSE
"3934","Kayode","Brentford","DEF","£4.5",1,23,80,0,0,0,2,0,0,0,0,0,0,0,7,11,13.8,0,2.5,2,7,1,3,0,0.05,0.05,0.78,371,92811,4855,4484,"Michael","Kayode",3,0.78,"Nott'm Forest",3,1135,1130,1100,1110,1170,1150,TRUE
"3935","Pinnock","Brentford","DEF","£4.5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22834,0,0,"Ethan","Pinnock",3,1.86,"Nott'm Forest",3,1175,1100,1110,1100,1240,1100,FALSE
"3936","Pinnock","Brentford","DEF","£4.5",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4205,20541,608,4813,"Ethan","Pinnock",3,1.19,"Aston Villa",3,1135,1185,1100,1170,1170,1200,TRUE
"3937","Pinnock","Brentford","DEF","£4.4",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3390,17465,480,3870,"Ethan","Pinnock",3,1.54,"Sunderland",3,1175,1100,1110,1100,1240,1100,FALSE
"3938","Pinnock","Brentford","DEF","£4.4",1,4,82,0,0,0,1,0,0,0,1,0,0,0,5,18,0.7,8,2.7,7,1,1,8,0,0.04,0.04,1.1,-1479,16621,682,2161,"Ethan","Pinnock",3,1.25,"Chelsea",3,1135,1190,1100,1160,1170,1220,TRUE
"3939","Pinnock","Brentford","DEF","£4.4",-1,5,73,0,0,0,3,1,0,0,0,0,0,0,-4,13.8,0.1,2,1.6,6,3,1,7,0,0,0,1.01,24,17110,1146,1122,"Ethan","Pinnock",3,1.01,"Fulham",3,1175,1090,1110,1080,1240,1100,FALSE
